UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH,DISTANCE
OO,SkyWest Airlines Inc.,11292,DEN,14524,RIC,2,2379.3261204000178
OO,SkyWest Airlines Inc.,11292,DEN,11775,FSD,2,776.9046875283318
OO,SkyWest Airlines Inc.,11292,DEN,11423,DSM,2,945.9227366920284
OO,SkyWest Airlines Inc.,11292,DEN,13851,OKC,2,796.2880628853256
OO,SkyWest Airlines Inc.,11292,DEN,11109,COS,2,117.42761356806449
OO,SkyWest Airlines Inc.,11292,DEN,12992,LIT,2,1238.6406550171732
OO,SkyWest Airlines Inc.,11292,DEN,14004,PAE,2,1664.8938474900638
OO,SkyWest Airlines Inc.,11146,CRW,13930,ORD,2,668.9081338878788
OO,SkyWest Airlines Inc.,11146,CRW,10397,ATL,2,585.3733185034787
OO,SkyWest Airlines Inc.,14869,SLC,13930,ORD,2,2006.019147105054
OO,SkyWest Airlines Inc.,14869,SLC,15016,STL,2,1855.8790947446803
OO,SkyWest Airlines Inc.,14869,SLC,10713,BOI,2,466.41828684382017
OO,SkyWest Airlines Inc.,14869,SLC,10918,CDC,2,356.62125488141
OO,SkyWest Airlines Inc.,14869,SLC,14683,SAT,2,1749.195404151213
OO,SkyWest Airlines Inc.,14869,SLC,14113,PIH,2,241.37673216947252
OO,SkyWest Airlines Inc.,14869,SLC,14794,SGU,2,437.73939853807735
OO,SkyWest Airlines Inc.,14869,SLC,12266,IAH,2,1922.3269561626016
OO,SkyWest Airlines Inc.,14869,SLC,14457,RAP,2,816.3394333734519
OO,SkyWest Airlines Inc.,14869,SLC,14689,SBA,2,989.2773528778137
OO,SkyWest Airlines Inc.,14869,SLC,11638,FAT,2,805.240712791176
OO,SkyWest Airlines Inc.,14869,SLC,13891,ONT,2,897.8475892540713
OO,SkyWest Airlines Inc.,14869,SLC,14262,PSP,2,870.9601282324787
OO,SkyWest Airlines Inc.,14869,SLC,14893,SMF,2,853.7210766945698
OO,SkyWest Airlines Inc.,14869,SLC,13871,OMA,2,1348.081794984324
OO,SkyWest Airlines Inc.,14869,SLC,11292,DEN,2,627.566411190697
OO,SkyWest Airlines Inc.,14869,SLC,13796,OAK,2,944.891358316008
OO,SkyWest Airlines Inc.,14869,SLC,14679,SAN,2,1008.336939271828
OO,SkyWest Airlines Inc.,14869,SLC,11884,GEG,2,878.750183901563
OO,SkyWest Airlines Inc.,14869,SLC,11603,EUG,2,992.4406797365348
OO,SkyWest Airlines Inc.,14869,SLC,14747,SEA,2,1106.9590007148015
OO,SkyWest Airlines Inc.,14869,SLC,14570,RNO,2,677.2670358251256
OO,SkyWest Airlines Inc.,14869,SLC,14057,PDX,2,1011.6949674079522
OO,SkyWest Airlines Inc.,14869,SLC,14489,RDM,2,844.0435828155089
OO,SkyWest Airlines Inc.,14869,SLC,11921,GJT,2,347.5779076041286
OO,SkyWest Airlines Inc.,14869,SLC,11122,CPR,2,513.719522917747
OO,SkyWest Airlines Inc.,14869,SLC,12280,IDA,2,303.13408179319583
OO,SkyWest Airlines Inc.,14869,SLC,13127,LWS,2,741.575806443928
OO,SkyWest Airlines Inc.,14869,SLC,12003,GTF,2,745.8968371804638
OO,SkyWest Airlines Inc.,14869,SLC,14252,PSC,2,837.360234479533
OO,SkyWest Airlines Inc.,14869,SLC,13342,MKE,2,2001.4738023147847
OO,SkyWest Airlines Inc.,14869,SLC,13486,MSO,2,702.0785880446888
OO,SkyWest Airlines Inc.,14869,SLC,10140,ABQ,2,793.7301359962895
OO,SkyWest Airlines Inc.,14869,SLC,12156,HLN,2,646.969302603478
OO,SkyWest Airlines Inc.,14869,SLC,13485,MSN,2,1884.202856618245
OO,SkyWest Airlines Inc.,14869,SLC,10620,BIL,2,623.3481174398736
OO,SkyWest Airlines Inc.,14869,SLC,15370,TUL,2,1487.700866585678
OO,SkyWest Airlines Inc.,14869,SLC,12892,LAX,2,949.3253507408324
OO,SkyWest Airlines Inc.,14869,SLC,14831,SJC,2,938.8899655420844
OO,SkyWest Airlines Inc.,14869,SLC,10849,BZN,2,558.7593018606567
OO,SkyWest Airlines Inc.,14869,SLC,14107,PHX,2,817.7515231899425
OO,SkyWest Airlines Inc.,14869,SLC,11648,FCA,2,855.5874357189286
OO,SkyWest Airlines Inc.,14869,SLC,10800,BUR,2,923.259985942437
OO,SkyWest Airlines Inc.,14869,SLC,14771,SFO,2,961.9764625935112
OO,SkyWest Airlines Inc.,14869,SLC,10779,BTM,2,576.0063184276376
OO,SkyWest Airlines Inc.,14869,SLC,13264,MFR,2,922.575415331676
OO,SkyWest Airlines Inc.,14869,SLC,15389,TWF,2,281.004297023567
OO,SkyWest Airlines Inc.,14869,SLC,15041,SUN,2,357.30334142842014
OO,SkyWest Airlines Inc.,14869,SLC,10372,ASE,2,468.656991456592
OO,SkyWest Airlines Inc.,14869,SLC,15376,TUS,2,968.7319939276013
OO,SkyWest Airlines Inc.,14869,SLC,12954,LGB,2,947.5362676423388
OO,SkyWest Airlines Inc.,14869,SLC,11525,EKO,2,320.975264127071
OO,SkyWest Airlines Inc.,14869,SLC,11423,DSM,2,1532.5718711832749
OO,SkyWest Airlines Inc.,14869,SLC,13851,OKC,2,1391.564550370969
OO,SkyWest Airlines Inc.,14869,SLC,11109,COS,2,659.3650568667789
OO,SkyWest Airlines Inc.,11537,ELM,11433,DTW,2,532.2934238659466
OO,SkyWest Airlines Inc.,12889,LAS,11292,DEN,2,1009.3815238402458
OO,SkyWest Airlines Inc.,12889,LAS,12892,LAX,2,379.9758651866867
OO,SkyWest Airlines Inc.,12889,LAS,14908,SNA,2,364.4794310857383
OO,SkyWest Airlines Inc.,12889,LAS,12954,LGB,2,371.4558990916504
OO,SkyWest Airlines Inc.,13796,OAK,14262,PSP,2,672.7995564281072
OO,SkyWest Airlines Inc.,13796,OAK,14869,SLC,2,944.891358316008
OO,SkyWest Airlines Inc.,11721,FNT,13930,ORD,2,358.6679822998876
OO,SkyWest Airlines Inc.,14679,SAN,10713,BOI,2,1207.273033505934
OO,SkyWest Airlines Inc.,14679,SAN,11638,FAT,2,505.4121608159541
OO,SkyWest Airlines Inc.,14679,SAN,14893,SMF,2,772.6450131407212
OO,SkyWest Airlines Inc.,14679,SAN,15023,STS,2,818.6670689378029
OO,SkyWest Airlines Inc.,14679,SAN,14869,SLC,2,1008.336939271828
OO,SkyWest Airlines Inc.,14679,SAN,12892,LAX,2,175.7205551249962
OO,SkyWest Airlines Inc.,14679,SAN,14831,SJC,2,671.4162189880872
OO,SkyWest Airlines Inc.,14679,SAN,14771,SFO,2,718.9275019081986
OO,SkyWest Airlines Inc.,14679,SAN,13476,MRY,2,603.7611592249245
OO,SkyWest Airlines Inc.,14679,SAN,14698,SBP,2,422.84537110418825
OO,SkyWest Airlines Inc.,14679,SAN,12094,HDN,2,1237.1391529895914
OO,SkyWest Airlines Inc.,11778,FSM,11298,DFW,2,366.0338189798606
OO,SkyWest Airlines Inc.,11778,FSM,10397,ATL,2,929.9750290114742
OO,SkyWest Airlines Inc.,13230,MDT,11433,DTW,2,595.1576502472748
OO,SkyWest Airlines Inc.,13230,MDT,13930,ORD,2,954.0565360451584
OO,SkyWest Airlines Inc.,13184,MBS,11433,DTW,2,158.31956915331276
OO,SkyWest Airlines Inc.,13184,MBS,13930,ORD,2,357.2544827661057
OO,SkyWest Airlines Inc.,13184,MBS,13487,MSP,2,743.518926898297
OO,SkyWest Airlines Inc.,13433,MOT,11292,DEN,2,971.9564999241868
OO,SkyWest Airlines Inc.,13433,MOT,13487,MSP,2,720.6789384014502
OO,SkyWest Airlines Inc.,10781,BTR,12266,IAH,2,407.134524997827
OO,SkyWest Airlines Inc.,10781,BTR,11298,DFW,2,615.7157871926825
OO,SkyWest Airlines Inc.,10781,BTR,10397,ATL,2,720.9956420628486
OO,SkyWest Airlines Inc.,11111,COU,13930,ORD,2,506.3774988756669
OO,SkyWest Airlines Inc.,11111,COU,11292,DEN,2,1076.5010956157066
OO,SkyWest Airlines Inc.,11111,COU,11298,DFW,2,788.3673187184042
OO,SkyWest Airlines Inc.,12451,JAX,13930,ORD,2,1392.0700194354176
OO,SkyWest Airlines Inc.,12451,JAX,11292,DEN,2,2324.9241210443915
OO,SkyWest Airlines Inc.,12451,JAX,12264,IAD,2,1015.9525316687348
OO,SkyWest Airlines Inc.,10821,BWI,13930,ORD,2,997.9393909832517
OO,SkyWest Airlines Inc.,11996,GSP,12266,IAH,2,1345.636614003366
OO,SkyWest Airlines Inc.,11996,GSP,12264,IAD,2,617.8425998000355
OO,SkyWest Airlines Inc.,15323,TRI,10397,ATL,2,365.2753866012012
OO,SkyWest Airlines Inc.,13832,OGS,13930,ORD,2,1049.3493420620457
OO,SkyWest Airlines Inc.,13832,OGS,12264,IAD,2,658.7316855833204
OO,SkyWest Airlines Inc.,10990,CHO,13930,ORD,2,909.9064218701905
OO,SkyWest Airlines Inc.,15096,SYR,11433,DTW,2,600.7406839151308
OO,SkyWest Airlines Inc.,15096,SYR,13930,ORD,2,974.1379520114582
OO,SkyWest Airlines Inc.,15096,SYR,11292,DEN,2,2394.9225234894216
OO,SkyWest Airlines Inc.,15096,SYR,10693,BNA,2,1191.4079518865672
OO,SkyWest Airlines Inc.,15096,SYR,12953,LGA,2,318.5371161010649
OO,SkyWest Airlines Inc.,13487,MSP,11042,CLE,2,998.6423652596212
OO,SkyWest Airlines Inc.,13487,MSP,11013,CIU,2,697.4910355476959
OO,SkyWest Airlines Inc.,13487,MSP,11433,DTW,2,848.2335572781312
OO,SkyWest Airlines Inc.,13487,MSP,10627,BIS,2,619.4430365205084
OO,SkyWest Airlines Inc.,13487,MSP,13930,ORD,2,537.1520913747893
OO,SkyWest Airlines Inc.,13487,MSP,15016,STL,2,721.652182734937
OO,SkyWest Airlines Inc.,13487,MSP,11823,FWA,2,783.9098588119818
OO,SkyWest Airlines Inc.,13487,MSP,10713,BOI,2,1832.5325336321423
OO,SkyWest Airlines Inc.,13487,MSP,14683,SAT,2,1767.7511150743494
OO,SkyWest Airlines Inc.,13487,MSP,13367,MLI,2,440.6487576482948
OO,SkyWest Airlines Inc.,13487,MSP,13029,LNK,2,532.8250123761063
OO,SkyWest Airlines Inc.,13487,MSP,12266,IAH,2,1666.901801935307
OO,SkyWest Airlines Inc.,13487,MSP,11066,CMH,2,1005.5526657253351
OO,SkyWest Airlines Inc.,13487,MSP,14108,PIA,2,550.2273809079187
OO,SkyWest Airlines Inc.,13487,MSP,11618,EWR,2,1618.720902241044
OO,SkyWest Airlines Inc.,13487,MSP,14457,RAP,2,785.5733804384181
OO,SkyWest Airlines Inc.,13487,MSP,11898,GFK,2,455.9166648185752
OO,SkyWest Airlines Inc.,13487,MSP,13871,OMA,2,453.2112853695229
OO,SkyWest Airlines Inc.,13487,MSP,11292,DEN,2,1092.3653473027528
OO,SkyWest Airlines Inc.,13487,MSP,10469,AZO,2,684.197986335368
OO,SkyWest Airlines Inc.,13487,MSP,13184,MBS,2,743.518926898297
OO,SkyWest Airlines Inc.,13487,MSP,13433,MOT,2,720.6789384014502
OO,SkyWest Airlines Inc.,13487,MSP,11003,CID,2,354.91876292362355
OO,SkyWest Airlines Inc.,13487,MSP,14633,RST,2,122.50588238562035
OO,SkyWest Airlines Inc.,13487,MSP,13076,LSE,2,191.87579412220188
OO,SkyWest Airlines Inc.,13487,MSP,11977,GRB,2,404.9168797275228
OO,SkyWest Airlines Inc.,13487,MSP,12003,GTF,2,1423.33574156612
OO,SkyWest Airlines Inc.,13487,MSP,14252,PSC,2,2012.6092965927555
OO,SkyWest Airlines Inc.,13487,MSP,10408,ATW,2,378.85348730816713
OO,SkyWest Airlines Inc.,13487,MSP,11637,FAR,2,358.73008931682244
OO,SkyWest Airlines Inc.,13487,MSP,11337,DLH,2,232.0276680824468
OO,SkyWest Airlines Inc.,13487,MSP,13342,MKE,2,477.5848731492907
OO,SkyWest Airlines Inc.,13487,MSP,12156,HLN,2,1464.9074591423398
OO,SkyWest Airlines Inc.,13487,MSP,14696,SBN,2,660.5305818771631
OO,SkyWest Airlines Inc.,13487,MSP,13485,MSN,2,366.0051792151394
OO,SkyWest Airlines Inc.,13487,MSP,10620,BIL,2,1200.000768605126
OO,SkyWest Airlines Inc.,13487,MSP,13244,MEM,2,1128.2465260399904
OO,SkyWest Airlines Inc.,13487,MSP,12339,IND,2,808.34443971866
OO,SkyWest Airlines Inc.,13487,MSP,14100,PHL,2,1574.4504659135562
OO,SkyWest Airlines Inc.,13487,MSP,14122,PIT,2,1166.745085987765
OO,SkyWest Airlines Inc.,13487,MSP,12264,IAD,2,1458.2039744198337
OO,SkyWest Airlines Inc.,13487,MSP,12884,LAN,2,730.6849609531557
OO,SkyWest Airlines Inc.,13487,MSP,15370,TUL,2,991.355221125124
OO,SkyWest Airlines Inc.,13487,MSP,11648,FCA,2,1646.0782347752968
OO,SkyWest Airlines Inc.,13487,MSP,14771,SFO,2,2551.446924252867
OO,SkyWest Airlines Inc.,13487,MSP,12129,HIB,2,280.06877003594315
OO,SkyWest Airlines Inc.,13487,MSP,10739,BRD,2,183.50685140884792
OO,SkyWest Airlines Inc.,13487,MSP,12343,INL,2,409.8296810577024
OO,SkyWest Airlines Inc.,13487,MSP,10631,BJI,2,320.6575608354884
OO,SkyWest Airlines Inc.,13487,MSP,13232,MDW,2,560.30898760069
OO,SkyWest Airlines Inc.,13487,MSP,10372,ASE,2,1288.1869719669346
OO,SkyWest Airlines Inc.,13487,MSP,13198,MCI,2,633.0196707249102
OO,SkyWest Airlines Inc.,13487,MSP,12278,ICT,2,877.4926264960885
OO,SkyWest Airlines Inc.,13487,MSP,16869,XWA,2,887.2523342266813
OO,SkyWest Airlines Inc.,13487,MSP,14730,SDF,2,971.0053468863543
OO,SkyWest Airlines Inc.,13487,MSP,10141,ABR,2,412.4806522161589
OO,SkyWest Airlines Inc.,13487,MSP,14524,RIC,2,1558.9040628646285
OO,SkyWest Airlines Inc.,13487,MSP,11775,FSD,2,315.49305768972283
OO,SkyWest Airlines Inc.,13487,MSP,11986,GRR,2,655.6137793737047
OO,SkyWest Airlines Inc.,13487,MSP,11423,DSM,2,373.9998018016408
OO,SkyWest Airlines Inc.,13487,MSP,13851,OKC,2,1118.4053521311716
OO,SkyWest Airlines Inc.,13487,MSP,14520,RHI,2,305.4540556280912
OO,SkyWest Airlines Inc.,13487,MSP,13459,MQT,2,481.4121028128741
OO,SkyWest Airlines Inc.,13487,MSP,12335,IMT,2,412.3788192745989
OO,SkyWest Airlines Inc.,11471,EAU,13930,ORD,2,432.1720304161729
OO,SkyWest Airlines Inc.,11884,GEG,14869,SLC,2,878.750183901563
OO,SkyWest Airlines Inc.,11884,GEG,14747,SEA,2,359.0124531897614
OO,SkyWest Airlines Inc.,11884,GEG,14057,PDX,2,447.6462615190592
OO,SkyWest Airlines Inc.,11884,GEG,12892,LAX,2,1522.523074621016
OO,SkyWest Airlines Inc.,11884,GEG,14771,SFO,2,1179.7905667077457
OO,SkyWest Airlines Inc.,11603,EUG,13930,ORD,2,2856.6867709371427
OO,SkyWest Airlines Inc.,11603,EUG,11292,DEN,2,1599.722049440213
OO,SkyWest Airlines Inc.,11603,EUG,14869,SLC,2,992.4406797365348
OO,SkyWest Airlines Inc.,11603,EUG,14747,SEA,2,376.30849955151217
OO,SkyWest Airlines Inc.,11603,EUG,12892,LAX,2,1205.2429680103487
OO,SkyWest Airlines Inc.,11603,EUG,14107,PHX,2,1531.7961692183449
OO,SkyWest Airlines Inc.,11603,EUG,14771,SFO,2,726.7833187751847
OO,SkyWest Airlines Inc.,13344,MKG,13930,ORD,2,190.6061086794912
OO,SkyWest Airlines Inc.,14570,RNO,13930,ORD,2,2682.9609136994027
OO,SkyWest Airlines Inc.,14570,RNO,11292,DEN,2,1290.8878630979498
OO,SkyWest Airlines Inc.,14570,RNO,14869,SLC,2,677.2670358251256
OO,SkyWest Airlines Inc.,14570,RNO,14747,SEA,2,907.465050507603
OO,SkyWest Airlines Inc.,14570,RNO,14057,PDX,2,715.5498056897243
OO,SkyWest Airlines Inc.,14570,RNO,12892,LAX,2,629.6264526053536
OO,SkyWest Airlines Inc.,14570,RNO,14831,SJC,2,303.02166083120585
OO,SkyWest Airlines Inc.,14570,RNO,14771,SFO,2,308.3832507357226
OO,SkyWest Airlines Inc.,14747,SEA,10713,BOI,2,641.3666587064774
OO,SkyWest Airlines Inc.,14747,SEA,11638,FAT,2,1205.7454077102925
OO,SkyWest Airlines Inc.,14747,SEA,14893,SMF,2,975.1966461732328
OO,SkyWest Airlines Inc.,14747,SEA,15023,STS,2,994.9428778456268
OO,SkyWest Airlines Inc.,14747,SEA,14869,SLC,2,1106.9590007148015
OO,SkyWest Airlines Inc.,14747,SEA,11884,GEG,2,359.0124531897614
OO,SkyWest Airlines Inc.,14747,SEA,11603,EUG,2,376.30849955151217
OO,SkyWest Airlines Inc.,14747,SEA,14570,RNO,2,907.465050507603
OO,SkyWest Airlines Inc.,14747,SEA,14057,PDX,2,208.1243655758661
OO,SkyWest Airlines Inc.,14747,SEA,14489,RDM,2,366.5605760228025
OO,SkyWest Airlines Inc.,14747,SEA,14252,PSC,2,276.18768094614273
OO,SkyWest Airlines Inc.,14747,SEA,13342,MKE,2,2719.471037108586
OO,SkyWest Airlines Inc.,14747,SEA,12441,JAC,2,996.3789161462952
OO,SkyWest Airlines Inc.,14747,SEA,12892,LAX,2,1537.064120184754
OO,SkyWest Airlines Inc.,14747,SEA,14831,SJC,2,1122.0539018352815
OO,SkyWest Airlines Inc.,14747,SEA,10849,BZN,2,871.7528838019123
OO,SkyWest Airlines Inc.,14747,SEA,11648,FCA,2,608.032584857534
OO,SkyWest Airlines Inc.,14747,SEA,14771,SFO,2,1093.1821039277702
OO,SkyWest Airlines Inc.,14747,SEA,13264,MFR,2,566.1344871660071
OO,SkyWest Airlines Inc.,14747,SEA,13198,MCI,2,2391.8280859559213
OO,SkyWest Airlines Inc.,14057,PDX,10713,BOI,2,552.5578802975368
OO,SkyWest Airlines Inc.,14057,PDX,14689,SBA,2,1262.9899604954203
OO,SkyWest Airlines Inc.,14057,PDX,11638,FAT,2,1008.8220551554356
OO,SkyWest Airlines Inc.,14057,PDX,14893,SMF,2,770.9299404046544
OO,SkyWest Airlines Inc.,14057,PDX,15023,STS,2,787.3373660142711
OO,SkyWest Airlines Inc.,14057,PDX,14869,SLC,2,1011.6949674079522
OO,SkyWest Airlines Inc.,14057,PDX,11884,GEG,2,447.6462615190592
OO,SkyWest Airlines Inc.,14057,PDX,14747,SEA,2,208.1243655758661
OO,SkyWest Airlines Inc.,14057,PDX,14570,RNO,2,715.5498056897243
OO,SkyWest Airlines Inc.,14057,PDX,14252,PSC,2,279.2697857326325
OO,SkyWest Airlines Inc.,14057,PDX,10140,ABQ,2,1786.7300396632556
OO,SkyWest Airlines Inc.,14057,PDX,14831,SJC,2,916.323516867065
OO,SkyWest Airlines Inc.,14057,PDX,10800,BUR,2,1316.388748866822
OO,SkyWest Airlines Inc.,14057,PDX,14771,SFO,2,886.3827981042944
OO,SkyWest Airlines Inc.,14057,PDX,15376,TUS,2,1802.141386928555
OO,SkyWest Airlines Inc.,14633,RST,13487,MSP,2,122.50588238562035
OO,SkyWest Airlines Inc.,11003,CID,11433,DTW,2,690.7695258174147
OO,SkyWest Airlines Inc.,11003,CID,13930,ORD,2,314.8330709050564
OO,SkyWest Airlines Inc.,11003,CID,13487,MSP,2,354.91876292362355
OO,SkyWest Airlines Inc.,14489,RDM,11292,DEN,2,1442.273284361662
OO,SkyWest Airlines Inc.,14489,RDM,14869,SLC,2,844.0435828155089
OO,SkyWest Airlines Inc.,14489,RDM,14747,SEA,2,366.5605760228025
OO,SkyWest Airlines Inc.,14489,RDM,12892,LAX,2,1170.569907144675
OO,SkyWest Airlines Inc.,14489,RDM,14107,PHX,2,1438.002477683209
OO,SkyWest Airlines Inc.,14489,RDM,14771,SFO,2,744.9307680280921
OO,SkyWest Airlines Inc.,14842,SJT,11298,DFW,2,367.9017510601694
OO,SkyWest Airlines Inc.,14877,SLN,13930,ORD,2,897.483763792643
OO,SkyWest Airlines Inc.,14877,SLN,11292,DEN,2,615.3547543262449
OO,SkyWest Airlines Inc.,14877,SLN,12255,HYS,2,140.54217873939078
OO,SkyWest Airlines Inc.,12896,LBB,12266,IAH,2,736.0033783471606
OO,SkyWest Airlines Inc.,12896,LBB,11292,DEN,2,734.4255815947788
OO,SkyWest Airlines Inc.,14783,SGF,13930,ORD,2,704.682751323913
OO,SkyWest Airlines Inc.,14783,SGF,12266,IAH,2,827.338313437627
OO,SkyWest Airlines Inc.,14783,SGF,11292,DEN,2,1022.6455379206142
OO,SkyWest Airlines Inc.,14783,SGF,11298,DFW,2,586.454345646037
OO,SkyWest Airlines Inc.,13076,LSE,11433,DTW,2,668.1388994622839
OO,SkyWest Airlines Inc.,13076,LSE,13487,MSP,2,191.87579412220188
OO,SkyWest Airlines Inc.,11921,GJT,11292,DEN,2,340.7105216719796
OO,SkyWest Airlines Inc.,11921,GJT,14869,SLC,2,347.5779076041286
OO,SkyWest Airlines Inc.,11921,GJT,11298,DFW,2,1242.221770737361
OO,SkyWest Airlines Inc.,11921,GJT,12892,LAX,2,1053.1575808054197
OO,SkyWest Airlines Inc.,11921,GJT,14107,PHX,2,705.2972962230947
OO,SkyWest Airlines Inc.,14487,RDD,12892,LAX,2,806.8981217274271
OO,SkyWest Airlines Inc.,14487,RDD,14771,SFO,2,321.43168610513374
OO,SkyWest Airlines Inc.,11865,GCC,11292,DEN,2,504.0406634361396
OO,SkyWest Airlines Inc.,13158,MAF,12266,IAH,2,689.2693225224785
OO,SkyWest Airlines Inc.,13158,MAF,11292,DEN,2,908.1512724406226
OO,SkyWest Airlines Inc.,11122,CPR,11292,DEN,2,369.9690024857866
OO,SkyWest Airlines Inc.,11122,CPR,14869,SLC,2,513.719522917747
OO,SkyWest Airlines Inc.,10558,BFF,11292,DEN,2,241.42027712051885
OO,SkyWest Airlines Inc.,13127,LWS,14869,SLC,2,741.575806443928
OO,SkyWest Airlines Inc.,12280,IDA,11292,DEN,2,735.9338629981127
OO,SkyWest Airlines Inc.,12280,IDA,14869,SLC,2,303.13408179319583
OO,SkyWest Airlines Inc.,11977,GRB,11433,DTW,2,461.39892258354007
OO,SkyWest Airlines Inc.,11977,GRB,13930,ORD,2,279.71420014612335
OO,SkyWest Airlines Inc.,11977,GRB,13487,MSP,2,404.9168797275228
OO,SkyWest Airlines Inc.,11977,GRB,10397,ATL,2,1247.5069739099613
OO,SkyWest Airlines Inc.,11233,CYS,11298,DFW,2,1147.5493479189513
OO,SkyWest Airlines Inc.,14252,PSC,11292,DEN,2,1369.5386170282234
OO,SkyWest Airlines Inc.,14252,PSC,14869,SLC,2,837.360234479533
OO,SkyWest Airlines Inc.,14252,PSC,13487,MSP,2,2012.6092965927555
OO,SkyWest Airlines Inc.,14252,PSC,14747,SEA,2,276.18768094614273
OO,SkyWest Airlines Inc.,14252,PSC,14771,SFO,2,998.147328008426
OO,SkyWest Airlines Inc.,12899,LBF,11292,DEN,2,365.4314324708933
OO,SkyWest Airlines Inc.,10279,AMA,11292,DEN,2,578.6083204268988
OO,SkyWest Airlines Inc.,12003,GTF,11292,DEN,2,1003.2005085334728
OO,SkyWest Airlines Inc.,12003,GTF,14869,SLC,2,745.8968371804638
OO,SkyWest Airlines Inc.,12003,GTF,13487,MSP,2,1423.33574156612
OO,SkyWest Airlines Inc.,14674,SAF,11298,DFW,2,884.7319049299319
OO,SkyWest Airlines Inc.,14674,SAF,14107,PHX,2,594.2231172523607
OO,SkyWest Airlines Inc.,10408,ATW,11433,DTW,2,476.1769494155612
OO,SkyWest Airlines Inc.,10408,ATW,13487,MSP,2,378.85348730816713
OO,SkyWest Airlines Inc.,14543,RKS,11292,DEN,2,417.1725864630165
OO,SkyWest Airlines Inc.,11637,FAR,13930,ORD,2,894.9521464488769
OO,SkyWest Airlines Inc.,11637,FAR,11292,DEN,2,1008.4618822399618
OO,SkyWest Airlines Inc.,11637,FAR,13487,MSP,2,358.73008931682244
OO,SkyWest Airlines Inc.,13342,MKE,11433,DTW,2,380.8227707915119
OO,SkyWest Airlines Inc.,13342,MKE,13930,ORD,2,108.14000693835531
OO,SkyWest Airlines Inc.,13342,MKE,12266,IAH,2,1586.0276353123534
OO,SkyWest Airlines Inc.,13342,MKE,11292,DEN,2,1437.9426009895012
OO,SkyWest Airlines Inc.,13342,MKE,14869,SLC,2,2001.4738023147847
OO,SkyWest Airlines Inc.,13342,MKE,13487,MSP,2,477.5848731492907
OO,SkyWest Airlines Inc.,13342,MKE,11884,GEG,2,2360.869991188583
OO,SkyWest Airlines Inc.,13342,MKE,14747,SEA,2,2719.471037108586
OO,SkyWest Airlines Inc.,13342,MKE,12953,LGA,2,1184.6979855647762
OO,SkyWest Airlines Inc.,11337,DLH,13930,ORD,2,639.2119571944097
OO,SkyWest Airlines Inc.,11337,DLH,13487,MSP,2,232.0276680824468
OO,SkyWest Airlines Inc.,11503,EGE,11292,DEN,2,193.2652053548121
OO,SkyWest Airlines Inc.,11503,EGE,14771,SFO,2,1359.842762685622
OO,SkyWest Airlines Inc.,13486,MSO,11292,DEN,2,1091.4013268802396
OO,SkyWest Airlines Inc.,13486,MSO,14869,SLC,2,702.0785880446888
OO,SkyWest Airlines Inc.,10140,ABQ,12266,IAH,2,1195.5713814368175
OO,SkyWest Airlines Inc.,10140,ABQ,11292,DEN,2,562.7794890671852
OO,SkyWest Airlines Inc.,10140,ABQ,14869,SLC,2,793.7301359962895
OO,SkyWest Airlines Inc.,10140,ABQ,14057,PDX,2,1786.7300396632556
OO,SkyWest Airlines Inc.,10140,ABQ,12892,LAX,2,1087.631137955541
OO,SkyWest Airlines Inc.,10140,ABQ,14771,SFO,2,1439.450924643672
OO,SkyWest Airlines Inc.,12156,HLN,14869,SLC,2,646.969302603478
OO,SkyWest Airlines Inc.,12156,HLN,13487,MSP,2,1464.9074591423398
OO,SkyWest Airlines Inc.,14288,PUB,11292,DEN,2,175.4129187822976
OO,SkyWest Airlines Inc.,13485,MSN,11433,DTW,2,499.8401835523914
OO,SkyWest Airlines Inc.,13485,MSN,13930,ORD,2,174.72751288575247
OO,SkyWest Airlines Inc.,13485,MSN,11292,DEN,2,1325.9589863691522
OO,SkyWest Airlines Inc.,13485,MSN,14869,SLC,2,1884.202856618245
OO,SkyWest Airlines Inc.,13485,MSN,13487,MSP,2,366.0051792151394
OO,SkyWest Airlines Inc.,13485,MSN,12892,LAX,2,2710.079656218973
OO,SkyWest Airlines Inc.,13485,MSN,14771,SFO,2,2845.48844978258
OO,SkyWest Airlines Inc.,10620,BIL,11292,DEN,2,732.4120910407852
OO,SkyWest Airlines Inc.,10620,BIL,14869,SLC,2,623.3481174398736
OO,SkyWest Airlines Inc.,10620,BIL,13487,MSP,2,1200.000768605126
OO,SkyWest Airlines Inc.,14711,SCE,11433,DTW,2,482.58914837430063
OO,SkyWest Airlines Inc.,11057,CLT,13930,ORD,2,964.0369258599964
OO,SkyWest Airlines Inc.,11057,CLT,11292,DEN,2,2147.707621888737
OO,SkyWest Airlines Inc.,11057,CLT,13230,MDT,2,664.8118269779416
OO,SkyWest Airlines Inc.,11057,CLT,12953,LGA,2,875.3426538696832
OO,SkyWest Airlines Inc.,13931,ORF,11433,DTW,2,851.2528385810498
OO,SkyWest Airlines Inc.,13931,ORF,13930,ORD,2,1151.6179618622589
OO,SkyWest Airlines Inc.,13931,ORF,11292,DEN,2,2493.0113270047927
OO,SkyWest Airlines Inc.,13577,MYR,11433,DTW,2,1024.6781833266746
